county,phone,name,district,address,url,email
"Columbus,Robeson",(919) 733-5651,Senator Michael P. Walters  (Dem),13,"NC Senate,300 N. Salisbury Street, Room 517
,Raleigh, NC 27603-5925",http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=269&sChamber=senate,Michael.Walters@ncleg.net
"Moore,Randolph",(919) 733-5870,Senator Jerry W. Tillman  (Rep),29,"NC Senate,300 N. Salisbury Street, Room 627
,Raleigh, NC 27603-5925",http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=99&sChamber=senate,Jerry.Tillman@ncleg.net
Aye,S774,13S96
Aye,S774,13S643
Aye,S774,13S102
Aye,S519,13S91
Aye,S519,13S97
Aye,S519,13S628
Aye,S519,13S352
Aye,S519,13S395
Aye,S519,13S711
Aye,S519,13S94
Aye,S519,13S98
Aye,S519,13S106
Aye,S519,13S177
Aye,S519,13S178
Aye,S519,13S179
Aye,S519,13S353
Aye,S519,13S354
No,S519,13S847
Aye,S519,13S899
Aye,S519,13S209
Aye,S519,13S288
Aye,S519,13S289
Aye,S519,13S146
Aye,S519,13S95
Aye,S519,13S103
Aye,S519,13S104
No,S519,13S474
Aye,S519,13S753
Aye,S519,13S210
Aye,S519,13S96
Aye,S519,13S643
Aye,S519,13S102
Aye,S519,13S122
Aye,S519,13S123
Excused Absence,S519,13S459
Aye,S519,13S114
Aye,S519,13S355
Aye,S519,13S356
Aye,S519,13S168
Aye,S519,13S543
Aye,S519,13S107
Aye,S519,13S115
Aye,S519,13S774
Aye,S519,13S108
No,S519,13S618
Aye,S519,13S716
Aye,S519,13S149
Aye,S519,13S376
Aye,S519,13S377
No,S519,13S872
Aye,S519,13S170
Excused Absence,S519,13S468
Aye,S519,13S131
Aye,S519,13S228
Aye,S564,13S354
No,S564,13S847
Aye,S564,13S899
Aye,S564,13S209
Aye,S564,13S288
Aye,S564,13S289
Aye,S564,13S146
Aye,S564,13S95
Aye,S564,13S103
Aye,S564,13S104
No,S564,13S474
Aye,S564,13S753
Aye,S564,13S210
Aye,S564,13S96
Aye,S564,13S643
Aye,S564,13S102
Aye,S564,13S122
Aye,S564,13S123
Aye,S564,13S459
Aye,S564,13S114
Aye,S564,13S355
Aye,S564,13S356
Aye,S564,13S168
Aye,S564,13S543
Aye,S564,13S107
Aye,S564,13S115
Aye,S564,13S774
Aye,S564,13S108
No,S564,13S618
Aye,S564,13S716
Aye,S564,13S149
Aye,S564,13S376
Aye,S564,13S377
No,S564,13S872
Aye,S564,13S170
Excused Absence,S564,13S468
Aye,S564,13S131
Aye,S564,13S228
Aye,S564,13S211
Aye,S564,13S482
Aye,S564,13S79
Aye,S564,13S290
Aye,S564,13S647
Aye,S564,13S291
Aye,S564,13S619
Aye,S564,13S112
Aye,S564,13S117
Aye,S564,13S346
Aye,S564,13S392
Aye,S564,13S237
Aye,S564,13S120
Aye,S704,13S350
Aye,S704,13S371
Aye,S704,13S372
Aye,S704,13S72
Aye,S704,13S87
No,S704,13S169
Aye,S704,13S230
Aye,S704,13S59
Aye,S704,13S78
Aye,S704,13S147
Aye,S704,13S542
Aye,S704,13S317
Aye,S704,13S318
N/V,S704,13S342
Aye,S704,13S343
No,S704,13S823
Aye,S704,13S235
Aye,S704,13S311
Aye,S704,13S312
Aye,S704,13S328
Aye,S704,13S710
Aye,S704,13S51
Aye,S704,13S208
Aye,S704,13S472
Aye,S704,13S141
Aye,S704,13S144
Aye,S704,13S145
Aye,S704,13S762
Aye,S704,13S55
Aye,S704,13S93
Aye,S704,13S388
No,S704,13S389
Aye,S704,13S390
Aye,S704,13S391
Aye,S704,13S817
Aye,S704,13S351
Aye,S704,13S473
Aye,S704,13S113
Aye,S704,13S118
Aye,S704,13S788
Aye,S704,13S805
Aye,S704,13S148
Excused Absence,S704,13S91
Aye,S704,13S97
Aye,S704,13S628
Aye,S704,13S352
Aye,S704,13S395
Aye,S704,13S711
Aye,S704,13S94
Aye,S704,13S98
Aye,S704,13S106
N/V,S704,13S177
Aye,S629,13S26
Excused Absence,S629,13S48
Aye,S629,13S52
Aye,S629,13S56
No,S629,13S240
No,S629,13S259
Aye,S629,13S19
Aye,S629,13S100
Aye,S629,13S895
Aye,S629,13S34
Aye,S629,13S316
Aye,S629,13S789
Aye,S629,13S36
Aye,S629,13S37
No,S629,13S38
Aye,S629,13S39
Aye,S629,13S40
No,S629,13S41
Excused Absence,S629,13S45
No,S629,13S541
No,S629,13S830
Aye,S629,13S300
Excused Absence,S629,13S80
Excused Absence,S629,13S81
Excused Absence,S629,13S82
Excused Absence,S629,13S83
Excused Absence,S629,13S84
No,S629,13S85
No,S629,13S773
No,S629,13S797
Aye,S629,13S101
Aye,S629,13S257
Aye,S629,13S53
Aye,S629,13S349
Aye,S629,13S65
No,S629,13S176
Aye,S629,13S283
Aye,S629,13S57
Aye,S629,13S61
Aye,S629,13S155
Aye,S629,13S156
Aye,S629,13S271
Aye,S629,13S287
Aye,S629,13S347
Aye,S629,13S393
Aye,S629,13S826
Aye,S629,13S845
Aye,S629,13S190
N/V,S629,13S32
Aye,S629,13S350
Aye,S629,13S371
Aye,S643,13S71
Aye,S643,13S111
Aye,S643,13S27
Aye,S643,13S12
Aye,S643,13S13
Aye,S643,13S26
Aye,S643,13S48
Aye,S643,13S52
Aye,S643,13S56
Aye,S643,13S240
Aye,S643,13S259
Aye,S643,13S19
Aye,S643,13S100
Excused Absence,S643,13S895
Aye,S643,13S34
Aye,S643,13S316
Aye,S643,13S789
Aye,S643,13S36
Aye,S643,13S37
No,S643,13S38
Aye,S643,13S39
No,S643,13S40
Aye,S643,13S41
Aye,S643,13S45
No,S643,13S541
Aye,S643,13S830
Aye,S643,13S300
No,S643,13S80
Aye,S643,13S81
Aye,S643,13S82
Aye,S643,13S83
No,S643,13S84
No,S643,13S85
No,S643,13S773
No,S643,13S797
Aye,S643,13S101
Aye,S643,13S257
Aye,S643,13S53
Aye,S643,13S349
Aye,S643,13S65
No,S643,13S176
Excused Absence,S643,13S283
Aye,S643,13S57
Aye,S643,13S61
Excused Absence,S643,13S155
Excused Absence,S643,13S156
Excused Absence,S643,13S271
Aye,S775,13S404
Aye,S775,13S405
No,S775,13S406
No,S775,13S407
Aye,S775,13S408
Aye,S775,13S409
Aye,S775,13S410
Aye,S775,13S411
No,S775,13S412
Aye,S775,13S413
No,S775,13S580
Aye,S775,13S829
Aye,S775,13S836
Aye,S775,13S321
Aye,S775,13S358
Aye,S775,13S758
Aye,S775,13S611
Aye,S775,13S332
No,S775,13S545
Aye,S775,13S759
Aye,S775,13S151
Aye,S775,13S475
Aye,S775,13S293
Excused Absence,S775,13S827
Aye,S775,13S171
Aye,S775,13S172
Aye,S775,13S182
Aye,S775,13S359
Aye,S775,13S338
Aye,S775,13S137
Aye,S775,13S213
Aye,S775,13S214
Aye,S775,13S546
Aye,S775,13S264
Aye,S775,13S547
Aye,S775,13S305
Aye,S775,13S329
Aye,S775,13S138
Aye,S775,13S139
Aye,S775,13S219
Aye,S775,13S548
Aye,S775,13S294
Aye,S775,13S202
Aye,S775,13S764
Aye,S776,13S279
No,S776,13S280
Aye,S776,13S751
No,S776,13S831
Excused Absence,S776,13S236
Excused Absence,S776,13S818
Excused Absence,S776,13S180
Excused Absence,S776,13S181
Aye,S776,13S142
Aye,S776,13S143
No,S776,13S885
Aye,S776,13S263
Aye,S776,13S890
N/V,S776,13S119
Excused Absence,S776,13S163
Excused Absence,S776,13S164
Excused Absence,S776,13S238
Aye,S776,13S891
Aye,S776,13S133
Aye,S776,13S229
Aye,S776,13S303
Aye,S776,13S304
Aye,S776,13S281
Aye,S776,13S284
Aye,S776,13S285
Aye,S776,13S378
Aye,S776,13S191
Aye,S776,13S620
Aye,S776,13S212
Aye,S776,13S134
Excused Absence,S776,13S819
Aye,S776,13S292
No,S776,13S912
Aye,S776,13S792
Aye,S776,13S135
Aye,S776,13S763
Aye,S776,13S136
Excused Absence,S776,13S469
Aye,S776,13S150
Aye,S776,13S320
Excused Absence,S776,13S470
Aye,S776,13S313
Aye,S776,13S314
Aye,S776,13S315
Aye,S776,13S708
Aye,S776,13S709
Aye,S776,13S398
Aye,S776,13S399
Aye,S776,13S400
No,S776,13S401
Aye,S776,13S402
No,S776,13S403
Aye,S774,13S122
Aye,S774,13S123
Aye,S774,13S459
Aye,S774,13S114
Aye,S774,13S355
Aye,S774,13S356
Aye,S774,13S168
Aye,S774,13S543
Aye,S774,13S107
Aye,S774,13S115
Aye,S774,13S774
Aye,S774,13S108
No,S774,13S618
Aye,S774,13S716
Aye,S774,13S149
Aye,S774,13S376
Aye,S774,13S377
No,S774,13S872
Aye,S774,13S170
Aye,S774,13S468
Aye,S774,13S131
Aye,S774,13S228
Aye,S774,13S211
Aye,S774,13S482
Aye,S774,13S79
Aye,S774,13S290
Aye,S774,13S647
Aye,S774,13S291
Aye,S774,13S619
Aye,S774,13S112
Aye,S774,13S117
Aye,S774,13S346
Aye,S774,13S392
Aye,S774,13S237
Aye,S774,13S120
Aye,S774,13S712
Aye,S774,13S262
Aye,S774,13S598
Aye,S774,13S197
Aye,S774,13S198
Aye,S774,13S199
No,S774,13S883
Aye,S774,13S900
Aye,S774,13S775
Aye,S774,13S153
Aye,S774,13S162
Aye,S774,13S357
Aye,S774,13S370
Aye,S519,13S211
Aye,S519,13S482
Aye,S519,13S79
Aye,S519,13S290
Aye,S519,13S647
Aye,S519,13S291
Aye,S519,13S619
Aye,S519,13S112
Aye,S519,13S117
Aye,S519,13S346
Aye,S519,13S392
Aye,S519,13S237
Aye,S519,13S120
Aye,S519,13S712
Aye,S519,13S262
Aye,S519,13S598
Aye,S519,13S197
Aye,S519,13S198
Aye,S519,13S199
No,S519,13S883
Aye,S519,13S900
Aye,S519,13S775
Aye,S519,13S153
Aye,S519,13S162
Aye,S519,13S357
Aye,S519,13S370
Aye,S519,13S375
Aye,S519,13S610
Aye,S519,13S806
No,S519,13S126
No,S519,13S127
Aye,S519,13S128
Aye,S519,13S544
Aye,S519,13S471
Aye,S519,13S481
No,S519,13S878
No,S519,13S907
Aye,S519,13S124
Aye,S519,13S129
Aye,S519,13S186
Aye,S519,13S187
No,S519,13S884
Aye,S519,13S901
Aye,S519,13S242
Aye,S519,13S301
Aye,S519,13S302
No,S519,13S848
Aye,S564,13S712
Aye,S564,13S262
Aye,S564,13S598
Aye,S564,13S197
Aye,S564,13S198
Aye,S564,13S199
No,S564,13S883
Aye,S564,13S900
Aye,S564,13S775
Aye,S564,13S153
Aye,S564,13S162
Aye,S564,13S357
Aye,S564,13S370
Aye,S564,13S375
Aye,S564,13S610
Aye,S564,13S806
No,S564,13S126
No,S564,13S127
Aye,S564,13S128
Aye,S564,13S544
Aye,S564,13S471
Aye,S564,13S481
Aye,S564,13S878
Excused Absence,S564,13S907
Aye,S564,13S124
Aye,S564,13S129
Excused Absence,S564,13S186
Excused Absence,S564,13S187
No,S564,13S884
Aye,S564,13S901
Aye,S564,13S242
Aye,S564,13S301
Aye,S564,13S302
No,S564,13S848
No,S564,13S896
Aye,S564,13S188
Aye,S564,13S189
Aye,S564,13S509
Aye,S564,13S319
Aye,S564,13S608
Aye,S564,13S614
Aye,S564,13S615
N/V,S704,13S178
N/V,S704,13S179
Aye,S704,13S353
Aye,S704,13S354
No,S704,13S847
Aye,S704,13S899
Aye,S704,13S209
Aye,S704,13S288
Aye,S704,13S289
Aye,S704,13S146
Aye,S704,13S95
Aye,S704,13S103
Aye,S704,13S104
No,S704,13S474
Aye,S704,13S753
Aye,S704,13S210
Aye,S704,13S96
Aye,S704,13S643
Aye,S704,13S102
Aye,S704,13S122
Aye,S704,13S123
Aye,S704,13S459
Aye,S704,13S114
Aye,S704,13S355
Aye,S704,13S356
Aye,S704,13S168
Aye,S704,13S543
Aye,S704,13S107
Aye,S704,13S115
Aye,S704,13S774
Aye,S704,13S108
No,S704,13S618
Aye,S704,13S716
Aye,S704,13S149
Aye,S704,13S376
Aye,S704,13S377
No,S704,13S872
Aye,S704,13S170
Aye,S704,13S468
Aye,S704,13S131
Aye,S704,13S228
Aye,S704,13S211
Aye,S704,13S482
Aye,S704,13S79
Aye,S704,13S290
Aye,S704,13S647
Aye,S704,13S291
Aye,S704,13S619
Aye,S704,13S112
Aye,S704,13S117
Aye,S704,13S346
Aye,S704,13S392
Aye,S704,13S237
Aye,S704,13S120
Aye,S704,13S712
Aye,S704,13S262
Aye,S704,13S598
Aye,S704,13S197
Aye,S704,13S198
Aye,S704,13S199
No,S704,13S883
Aye,S704,13S900
Aye,S629,13S372
Aye,S629,13S72
Aye,S629,13S87
No,S629,13S169
Aye,S629,13S230
Aye,S629,13S59
Excused Absence,S629,13S78
Aye,S629,13S147
Aye,S629,13S542
Aye,S629,13S317
No,S629,13S318
Aye,S629,13S342
No,S629,13S343
No,S629,13S823
Aye,S629,13S235
Aye,S629,13S311
Aye,S629,13S312
Aye,S629,13S328
No,S629,13S710
Aye,S629,13S51
Aye,S629,13S208
Aye,S629,13S472
Aye,S629,13S141
Aye,S629,13S144
Aye,S629,13S145
Aye,S629,13S762
Aye,S629,13S55
Aye,S629,13S93
Aye,S629,13S388
Aye,S629,13S389
No,S629,13S390
No,S629,13S391
Excused Absence,S629,13S817
Aye,S629,13S351
Aye,S629,13S473
Aye,S629,13S113
Aye,S629,13S118
Aye,S629,13S788
Aye,S629,13S805
Aye,S629,13S148
Aye,S629,13S91
Aye,S629,13S97
Aye,S629,13S628
No,S629,13S352
No,S629,13S395
Aye,S629,13S711
Aye,S629,13S94
Excused Absence,S643,13S287
Aye,S643,13S347
Aye,S643,13S393
Aye,S643,13S826
Aye,S643,13S845
Aye,S643,13S190
Aye,S643,13S32
Aye,S643,13S350
Aye,S643,13S371
Aye,S643,13S372
Aye,S643,13S72
Aye,S643,13S87
No,S643,13S169
Aye,S643,13S230
Aye,S643,13S59
Aye,S643,13S78
Aye,S643,13S147
Aye,S643,13S542
Aye,S643,13S317
No,S643,13S318
Aye,S643,13S342
No,S643,13S343
No,S643,13S823
Aye,S643,13S235
Aye,S643,13S311
Aye,S643,13S312
Aye,S643,13S328
No,S643,13S710
Aye,S643,13S51
Aye,S643,13S208
Aye,S643,13S472
Aye,S643,13S141
Aye,S643,13S144
Aye,S643,13S145
Aye,S643,13S762
Aye,S643,13S55
Aye,S643,13S93
Aye,S643,13S388
Aye,S643,13S389
No,S643,13S390
Aye,S643,13S391
Aye,S775,13S183
Aye,S775,13S184
Aye,S775,13S220
Aye,S775,13S192
Aye,S775,13S360
Aye,S775,13S322
Aye,S775,13S323
Aye,S775,13S379
Aye,S775,13S549
Aye,S775,13S157
Aye,S775,13S158
Aye,S775,13S873
Aye,S775,13S306
Aye,S775,13S914
Aye,S775,13S373
Aye,S775,13S374
Aye,S775,13S241
Aye,S775,13S260
Aye,S775,13S261
Aye,S775,13S361
Aye,S775,13S362
Aye,S775,13S650
Aye,S775,13S651
Aye,S775,13S668
No,S775,13S835
Aye,S775,13S849
Aye,S775,13S874
Aye,S775,13S295
Aye,S775,13S648
Aye,S775,13S649
Aye,S775,13S243
Aye,S775,13S476
Aye,S775,13S641
Aye,S775,13S790
Aye,S775,13S244
Aye,S775,13S245
No,S775,13S246
No,S775,13S247
Aye,S775,13S248
Aye,S775,13S249
Aye,S775,13S250
No,S775,13S268
No,S775,13S269
Aye,S775,13S270
Aye,S775,13S477
Aye,S775,13S296
Aye,S775,13S646
Aye,S775,13S251
Aye,S775,13S363
Aye,S775,13S581
Aye,S775,13S380
Excused Absence,S775,13S828
Aye,S775,13S221
Aye,S775,13S239
Aye,S775,13S386
Aye,S775,13S387
Aye,S775,13S913
Aye,S775,13S222
Aye,S775,13S223
Aye,S775,13S185
Aye,S776,13S404
Aye,S776,13S405
No,S776,13S406
No,S776,13S407
No,S776,13S408
Aye,S776,13S409
No,S776,13S410
Aye,S776,13S411
Aye,S776,13S412
No,S776,13S413
No,S776,13S580
No,S776,13S829
No,S776,13S836
Aye,S776,13S321
Aye,S776,13S358
Aye,S776,13S758
Aye,S776,13S611
Aye,S776,13S332
Excused Absence,S776,13S545
Aye,S776,13S759
Aye,S776,13S151
Excused Absence,S776,13S475
Aye,S776,13S293
No,S776,13S827
Excused Absence,S776,13S171
Excused Absence,S776,13S172
Excused Absence,S776,13S182
Aye,S776,13S359
Aye,S776,13S338
Aye,S776,13S137
Aye,S776,13S213
Aye,S776,13S214
Excused Absence,S776,13S546
Aye,S776,13S264
Excused Absence,S776,13S547
Aye,S776,13S305
Aye,S776,13S329
Aye,S776,13S138
Aye,S776,13S139
Aye,S776,13S219
Excused Absence,S776,13S548
Aye,S776,13S294
Aye,S776,13S202
Aye,S776,13S764
Excused Absence,S776,13S183
Excused Absence,S776,13S184
Aye,S774,13S375
Aye,S774,13S610
Aye,S774,13S806
No,S774,13S126
No,S774,13S127
Aye,S774,13S128
Aye,S774,13S544
Aye,S774,13S471
Aye,S774,13S481
No,S774,13S878
Aye,S774,13S907
Aye,S774,13S124
Aye,S774,13S129
Aye,S774,13S186
Aye,S774,13S187
No,S774,13S884
Aye,S774,13S901
Aye,S774,13S242
Aye,S774,13S301
Aye,S774,13S302
No,S774,13S848
Aye,S774,13S896
Aye,S774,13S188
Aye,S774,13S189
Aye,S774,13S509
Aye,S774,13S319
Aye,S774,13S608
Aye,S774,13S614
Aye,S774,13S615
No,S774,13S616
Aye,S774,13S617
Aye,S774,13S109
No,S774,13S110
No,S774,13S423
Aye,S774,13S132
Aye,S774,13S272
Aye,S774,13S273
Aye,S774,13S274
Aye,S519,13S896
Aye,S519,13S188
Aye,S519,13S189
Aye,S519,13S509
Aye,S519,13S319
Aye,S519,13S608
Aye,S519,13S614
Aye,S519,13S615
No,S519,13S616
Aye,S519,13S617
Aye,S519,13S109
Aye,S519,13S110
No,S519,13S423
Aye,S519,13S132
Aye,S519,13S272
Aye,S519,13S273
Aye,S519,13S274
No,S519,13S275
Aye,S519,13S276
No,S519,13S277
No,S519,13S278
No,S519,13S279
Aye,S519,13S280
No,S519,13S751
Aye,S519,13S831
Aye,S519,13S236
Aye,S519,13S818
Aye,S519,13S180
Aye,S519,13S181
Aye,S519,13S142
Aye,S519,13S143
Aye,S519,13S885
Aye,S519,13S263
Aye,S519,13S890
Aye,S519,13S119
Aye,S519,13S163
Aye,S519,13S164
Aye,S519,13S238
Aye,S519,13S891
Aye,S519,13S133
Aye,S519,13S229
Aye,S519,13S303
Aye,S519,13S304
Aye,S519,13S281
Aye,S519,13S284
Aye,S519,13S285
Aye,S519,13S378
Aye,S519,13S191
Aye,S519,13S620
Aye,S519,13S212
Aye,S519,13S134
Aye,S519,13S819
Aye,S519,13S292
Aye,S519,13S912
Aye,S519,13S792
Aye,S519,13S135
Aye,S519,13S763
Aye,S519,13S136
Excused Absence,S519,13S469
Aye,S519,13S150
Aye,S519,13S320
Excused Absence,S519,13S470
Aye,S519,13S313
Aye,S519,13S314
Aye,S519,13S315
Aye,S519,13S708
Aye,S519,13S709
No,S519,13S398
No,S564,13S616
Aye,S564,13S617
Aye,S564,13S109
Aye,S564,13S110
No,S564,13S423
Aye,S564,13S132
Aye,S564,13S272
Aye,S564,13S273
Aye,S564,13S274
No,S564,13S275
Aye,S564,13S276
No,S564,13S277
No,S564,13S278
No,S564,13S279
Aye,S564,13S280
No,S564,13S751
Aye,S564,13S831
Aye,S564,13S236
Aye,S564,13S818
Excused Absence,S564,13S180
Excused Absence,S564,13S181
Aye,S564,13S142
Aye,S564,13S143
Aye,S564,13S885
Aye,S564,13S263
Aye,S564,13S890
Aye,S564,13S119
Aye,S564,13S163
Aye,S564,13S164
Aye,S564,13S238
Aye,S564,13S891
Aye,S564,13S133
Aye,S564,13S229
Aye,S564,13S303
Aye,S564,13S304
Aye,S564,13S281
Aye,S564,13S284
Aye,S564,13S285
Aye,S564,13S378
Aye,S564,13S191
Aye,S564,13S620
Aye,S564,13S212
Aye,S564,13S134
Aye,S564,13S819
Aye,S564,13S292
Excused Absence,S564,13S912
Aye,S564,13S792
Aye,S704,13S775
Aye,S704,13S153
Aye,S704,13S162
No,S704,13S357
Aye,S704,13S370
Aye,S704,13S375
Aye,S704,13S610
Aye,S704,13S806
No,S704,13S126
No,S704,13S127
Aye,S704,13S128
Aye,S704,13S544
No,S704,13S471
No,S704,13S481
Aye,S704,13S878
Aye,S704,13S907
Aye,S704,13S124
Aye,S704,13S129
N/V,S704,13S186
N/V,S704,13S187
No,S704,13S884
Aye,S704,13S901
Aye,S704,13S242
Aye,S704,13S301
Aye,S704,13S302
No,S704,13S848
Aye,S704,13S896
Aye,S704,13S188
Aye,S704,13S189
Aye,S704,13S509
Aye,S704,13S319
Aye,S704,13S608
Aye,S704,13S614
Aye,S704,13S615
No,S704,13S616
Aye,S704,13S617
Aye,S704,13S109
Aye,S704,13S110
Aye,S629,13S98
Aye,S629,13S106
Aye,S629,13S177
Aye,S629,13S178
Aye,S629,13S179
Aye,S629,13S353
Aye,S629,13S354
No,S629,13S847
Aye,S629,13S899
Aye,S629,13S209
Aye,S629,13S288
Aye,S629,13S289
Aye,S629,13S146
Aye,S629,13S95
Aye,S629,13S103
Aye,S629,13S104
Aye,S629,13S474
Aye,S629,13S753
No,S629,13S210
Aye,S629,13S96
Aye,S629,13S643
Aye,S629,13S102
Excused Absence,S629,13S122
Excused Absence,S629,13S123
No,S629,13S459
Aye,S629,13S114
Aye,S629,13S355
Aye,S629,13S356
Aye,S629,13S168
Aye,S629,13S543
Aye,S629,13S107
Aye,S629,13S115
Aye,S629,13S774
Aye,S629,13S108
No,S629,13S618
Aye,S629,13S716
Aye,S629,13S149
Aye,S629,13S376
No,S629,13S377
Aye,S629,13S872
Aye,S629,13S170
Excused Absence,S629,13S468
Excused Absence,S629,13S131
Aye,S629,13S228
No,S629,13S211
Aye,S629,13S482
Excused Absence,S629,13S79
Aye,S629,13S290
Aye,S629,13S647
Excused Absence,S643,13S817
Aye,S643,13S351
Aye,S643,13S473
Aye,S643,13S113
Aye,S643,13S118
Aye,S643,13S788
Aye,S643,13S805
Aye,S643,13S148
Aye,S643,13S91
Aye,S643,13S97
Aye,S643,13S628
Aye,S643,13S352
Aye,S643,13S395
Aye,S643,13S711
Aye,S643,13S94
Aye,S643,13S98
Aye,S643,13S106
Aye,S643,13S177
Aye,S643,13S178
Aye,S643,13S179
Aye,S643,13S353
Aye,S643,13S354
No,S643,13S847
Excused Absence,S643,13S899
Aye,S643,13S209
Excused Absence,S643,13S288
Excused Absence,S643,13S289
Aye,S643,13S146
Aye,S643,13S95
Aye,S643,13S103
Aye,S643,13S104
No,S643,13S474
Aye,S643,13S753
No,S643,13S210
Aye,S643,13S96
Aye,S643,13S643
Aye,S643,13S102
Aye,S643,13S122
No,S643,13S123
No,S643,13S459
Aye,S643,13S114
Aye,S643,13S355
Aye,S643,13S356
Aye,S643,13S168
Aye,S643,13S543
Aye,S643,13S107
Aye,S643,13S115
Aye,S643,13S774
Aye,S643,13S108
No,S643,13S618
Aye,S643,13S716
Aye,S643,13S149
Aye,S775,13S226
Aye,S775,13S227
Aye,S775,13S478
Aye,S775,13S348
Aye,S775,13S394
Aye,S775,13S152
Aye,S775,13S479
Aye,S775,13S297
Aye,S775,13S550
Aye,S775,13S800
Aye,S775,13S193
Aye,S775,13S200
Aye,S775,13S201
Aye,S775,13S480
Aye,S775,13S307
Aye,S775,13S308
Aye,S775,13S551
Aye,S775,13S121
Aye,S775,13S203
Aye,S775,13S552
Aye,S775,13S252
Aye,S775,13S846
Aye,S775,13S870
Aye,S775,13S324
Aye,S775,13S344
No,S775,13S765
Aye,S775,13S875
Aye,S775,13S908
Aye,S775,13S253
Aye,S775,13S265
Aye,S775,13S892
Aye,S775,13S224
Aye,S775,13S621
Aye,S775,13S513
Aye,S775,13S514
Aye,S775,13S515
No,S775,13S766
No,S775,13S903
Aye,S775,13S266
Aye,S775,13S381
Aye,S775,13S813
Aye,S775,13S364
Aye,S775,13S365
No,S775,13S194
Aye,S775,13S195
Aye,S775,13S196
Aye,S775,13S159
Aye,S775,13S232
Aye,S775,13S233
Aye,S775,13S234
Aye,S775,13S254
Aye,S776,13S220
Aye,S776,13S192
Aye,S776,13S360
Aye,S776,13S322
Aye,S776,13S323
Aye,S776,13S379
Excused Absence,S776,13S549
Aye,S776,13S157
Aye,S776,13S158
Aye,S776,13S873
Aye,S776,13S306
No,S776,13S914
Aye,S776,13S373
Aye,S776,13S374
Aye,S776,13S241
Aye,S776,13S260
Aye,S776,13S261
Aye,S776,13S361
Aye,S776,13S362
Aye,S776,13S650
Aye,S776,13S651
Aye,S776,13S668
No,S776,13S835
Aye,S776,13S849
Aye,S776,13S874
Aye,S776,13S295
Aye,S776,13S648
Aye,S776,13S649
Aye,S776,13S243
Excused Absence,S776,13S476
Aye,S776,13S641
Aye,S776,13S790
Aye,S776,13S244
Aye,S776,13S245
Aye,S776,13S246
Aye,S776,13S247
Aye,S776,13S248
Aye,S776,13S249
No,S776,13S250
Aye,S776,13S268
Aye,S776,13S269
No,S776,13S270
Excused Absence,S776,13S477
Aye,S776,13S296
Aye,S776,13S646
Aye,S776,13S251
Aye,S776,13S363
Aye,S776,13S581
Aye,S776,13S380
No,S776,13S828
Aye,S776,13S221
No,S774,13S275
Aye,S774,13S276
No,S774,13S277
No,S774,13S278
No,S774,13S279
Aye,S774,13S280
No,S774,13S751
Aye,S774,13S831
Aye,S774,13S236
Aye,S774,13S818
Aye,S774,13S180
Aye,S774,13S181
Aye,S774,13S142
Aye,S774,13S143
Aye,S774,13S885
Aye,S774,13S263
Aye,S774,13S890
Aye,S774,13S119
Aye,S774,13S163
Aye,S774,13S164
Aye,S774,13S238
Aye,S774,13S891
Aye,S774,13S133
Aye,S774,13S229
Aye,S774,13S303
Aye,S774,13S304
Aye,S774,13S281
Aye,S774,13S284
Aye,S774,13S285
Aye,S774,13S378
Aye,S774,13S191
Aye,S774,13S620
Aye,S774,13S212
Aye,S774,13S134
Aye,S774,13S819
Aye,S774,13S292
Aye,S774,13S912
Aye,S774,13S792
Aye,S774,13S135
Aye,S774,13S763
Aye,S774,13S136
Aye,S774,13S469
Aye,S774,13S150
Aye,S774,13S320
No,S774,13S470
Aye,S774,13S313
Aye,S774,13S314
Aye,S774,13S315
Aye,S774,13S708
No,S519,13S399
No,S519,13S400
Aye,S519,13S401
No,S519,13S402
Aye,S519,13S403
Aye,S519,13S404
Aye,S519,13S405
No,S519,13S406
No,S519,13S407
Aye,S519,13S408
Aye,S519,13S409
Aye,S519,13S410
N/V,S519,13S411
Aye,S519,13S412
Aye,S519,13S413
No,S519,13S580
Aye,S519,13S829
Aye,S519,13S836
Aye,S519,13S321
Aye,S519,13S358
Aye,S519,13S758
Aye,S519,13S611
Aye,S519,13S332
No,S519,13S545
Aye,S564,13S135
Aye,S564,13S763
Aye,S564,13S136
Excused Absence,S564,13S469
Aye,S564,13S150
Aye,S564,13S320
Excused Absence,S564,13S470
Aye,S564,13S313
Aye,S564,13S314
Aye,S564,13S315
N/V,S564,13S708
Aye,S564,13S709
No,S564,13S398
No,S564,13S399
No,S564,13S400
Aye,S564,13S401
No,S564,13S402
Aye,S564,13S403
Aye,S564,13S404
Aye,S564,13S405
No,S564,13S406
No,S564,13S407
Aye,S564,13S408
Aye,S564,13S409
Aye,S564,13S410
Aye,S564,13S411
No,S564,13S412
Aye,S564,13S413
No,S564,13S580
Aye,S564,13S829
Aye,S564,13S836
Aye,S564,13S321
Aye,S564,13S358
Aye,S564,13S758
Aye,S564,13S611
Aye,S564,13S332
No,S564,13S545
Aye,S564,13S759
Aye,S564,13S151
Aye,S564,13S475
Aye,S564,13S293
Aye,S564,13S827
Aye,S564,13S171
No,S564,13S172
Excused Absence,S564,13S182
Aye,S564,13S359
Aye,S564,13S338
Aye,S564,13S137
